义演	benefit
应急措施	fix
堆积	heap
圆形	round
视力	daylight	eye	eyesight	sight	vision
[物]性能	efficiency
容貌	brow	feature	person
植物的藤蔓	bind
海角	cape
引诱	temptation	invitation
依靠	reliance
绒头	pile
大海	ocean
基础设施	infrastructure
脏东西	garbage
很少数	few
行人	passenger	pedestrian
源头	fountain	source
经度	longitude
（车辆等）疾驰的声音	zoom
一碗东西	bowl
冒险活动	adventure
薄暮	sunset
劝告	caution	advice
抑制	curb	repression	restraint
放猎狗的猎人	slipper
恭敬	respect
画面	visual
介绍	introduction
美女	lovely
打猎	chase	hunt
削减	cut
美好	beauty
（筑有围墙的）院子	compound
有功效的东西	medicine
保持	maintenance	keep
集市	fair
兴起	rise
关注	concentration
长	length
研究	research	study
抱怨	complaint
最佳效果	optimum
伸展	stretch	extension
剪刀	scissors
青蛙	frog
脚趾	toe
射程	range
大学评议会	senate
熔铁炉	forge
毁灭	destruction	overturn	ruin	wreck
一分钱的硬币	cent
桃红色	peach
不协调	clash
补助金	grant
政治活动	politics
助动词	auxiliary
[摄]反差	contrast
国家（尤指濒海国家）	shore
话题	subject	talk	theme	topic
失窃	theft
塑像	sculpture	statue
宣传	propaganda	publicity
〈美俚〉爵士音乐风格	jazz
介入	interference
稳固	stability
文艺复兴	renaissance
私立学校	academy
（精神创伤的）医治者	physician
常骂人的人	scold
穷困	misery
〈诗〉东风	east
母猪	sow
（地位、实力等）相同的人	equal
疾病	vice	affection	disease
墙帽	cope
补品	cordial
冷嘲	irony
燕尾服	tail
高水平	high
非谓语动词	verbal
消耗（量）	waste
山羊	goat
绅士	gentleman
侦察员	scout
膝毯	wrap
女祖先	grandmother
[解]（筋	origin
[军]空中掩护幕	umbrella
重任	embassy	weight
内幕	inside
授权	qualification
〈美〉恳亲会	sociable
凉爽	cool
加时赛	overtime
声明	declaration	statement	testimony
专心	concentration
膏药	plaster
记录者	recorder
风浪区	fetch
免费邮寄的信件	frank
通用	currency
[建]大梁	summer
精英	elite	cream
宣传运动	propaganda
学前班	kindergarten
感伤	sentiment
狱吏	guard
背井离乡者	exile
含酒精饮料	liquor
提炼物	extract
学习	study
（成功的）举动	stroke
重大	magnitude
弊病	cancer
发生率	incidence
抵消	offset
小人	insect
全盛时期	prime	summer
〈英〉（围盖膝的）围毯	rug
世界	globe	world
要害	quick
兵火	warfare
区别	distinction
突如其来的念头	impulse
[May]五月	may
帆桁	yard
合成剂	synthetic
铅版	stereotype
体力	beef	main
碳酸钠	soda
火花	spark
浮华而不实的行为	jazz
时尚	fashion	mode	style	trend
快门	shutter
甲胄	harness
[商]手续费	percentage
替换	shift
（指方法）录像	video
车毯	rug
主旋律	theme
坦克	tank
大老鼠	rat
姿态	pose
等比中数	mean
列队行进	procession
国籍	nationality
优胜杯	cup
介绍人	reference
过去	past
焊接点	weld
人人谈论的话题	fable
关税表	tariff
恭金	tribute
习惯法	customary
（酒的）标准酒精度	proof
[医]药的用法说明	signature
接缝	seam
坚果果仁	nut
刹车	brake
行头	wardrobe
修面	scrape	shave
（尤指可怕事物的）记忆	ghost
吵闹	bother	racket	row	uproar
幼稚的人	child	baby
平日	weekday
厚颜	cheek
小火车站	halt
排出	exhaust
分钟	minute
（服务的）对象	target
紫（红）衣	purple
触须	antenna
值得努力争取的东西	prize
掌劈	chop
（乘车或骑车的）短途旅程	ride
心得	acquaintance
强夺	rape
细阅	scrutiny
[机]套筒	sleeve
条件	condition	opportunity	qualification
风尚	mode
现实性	reality	truth
主要产品	staple
领导者	priest
价格	price	value
玩笑话	wit
最后阶段	finish
代币	token
演说	speech	tongue	address
时刻	hour	moment
立体图形	solid
气愤	indignation
软设备	software
肚子	belly
（文件等）精神	spirit
同志	brother	comrade	associate
所有权	ownership	possession	property
存在	being	existence
硬币	coin
诺言	word
观众	audience	spectator
必要（性）	necessity
〈口〉战争狂	rage
计算	arithmetic	compute	count	score
骚动	riot	uproar
虚伪	hypocrisy
（受人咨询的）顾问	consultant
有…迷[瘾]的人	hound
今天	today
前途	future
生涯	career
〈英〉可供呼吸新鲜空气的地方	lung
大量	billion	bucket	bulk	flock	heap	lump	mass	mountain	multitude	plenty	sea	size	store	ton	twenty	volume	wealth	abundance
辅助物	assistant
奶妈	nurse
公文	diploma	document
卧室	chamber
全体	all
暂停	halt	interrupt
胡须	beard
[化]淀帚	policeman
脸颊	cheek
书写体铅字	script
古光辉	bright
文笔	pen
（打、击等的）一下	stroke
天气	weather
烟斗柄	stem
征兆	symptom
俯冲	dive
幅度	spectrum
电话总局	central
症状	symptom
崇拜者	following
完美	beauty	finish	perfection
<生>基因	gene
乡村	countryside	village
实在	real	reality	existence
复制品	copy	duplicate	repetition
[数]误差	error
广场	square
歉意	excuse
挂念	anxiety
回顾	retrospect	review
银行	bank
无用的东西	blank
先生	gentleman	sir	teacher
祈祷文	prayer
（能唱的）短诗	lay
隆起	heave
小径	trail
真空管	valve
愿意	will
继续存在	existence
[古]名誉	rumor
〈俚〉爱人	flame
要人身份	status
三月	March
炮弹	shell
草料	feed
预赛	preliminary
钱包	bag	purse	wallet
鹰状标志	eagle
（某些植物的）嫩枝	spear
断言	claim
油炸食物	fry
物相对论	relativity
临时演员	extra
隐私	privacy
先锋	van
特指谎言	invention
站台	platform
三倍的数[量]	triple
（自行车或摩托车的）车叉子	fork
与某处邻近的地区	neighborhood
十字叉	spider
天赋	genius	gift
胜算	odds
运输船（机）	transport
决定性时刻	crisis
极度	pink
天资	gift	talent	instinct
消遣	entertainment	pastime	diversion
烈性酒	liquor
操纵绳	wire
铁钩	hook
（尤指足球比赛的）胜利	result
矿井	mine
[总称]（经常性的）顾客	custom
（衣服的）配饰	accessory
请柬	invitation
粉扑	puff
尤指红光	glow
称标记	label
石首鱼	drum
喷嚏	sneeze
掌掴声	slap
努力争取	bid
对法国人的蔑称	frog
势能	potential
道德标准	principle
行进	march
哼唱的动作	hum
书志学	bibliography
一对男女	pair
放牧人	herd
金融	finance
慈善机关	charity
（议会的）议事程序	procedure
交易情况	market
猛然震动	jar
（电路的）端子	terminal
硫磺	sulfur
大洋	profound
上下文	context
排水口	outlet
告别辞	farewell
海盗船	pirate
经济	economics	economy
鞋舌	tongue
寝具	clothes
色泽	tone
交叉	intersection
细看	scrutiny
层次	hierarchy	layer
羽毛未丰的鸟	juvenile
狐等的）侵入	raid
可感觉到的东西	sensible
速食食品	instant
想	think
个性	personality
毯状物	blanket
扣子	button
鬼鬼祟祟的人	sneak
抱紧	squeeze
柄状物	handle
有用	help
两个东西	two
求教者	consultant
口夜礼服	formal
试穿	fitting
愚钝	density
武器	arm	weapon
[法律]和解协议	accord
类似灌木的东西（尤指浓密的毛发或皮毛）	bush
蹄铁	shoe
俚解雇	axe
（作钓饵的）苍蝇	fly
[医]引流	drain
[虫]工蜂	worker
收入	means	proceed	receipt	income
隔间（尤指火车车厢中的）	compartment
罩衫	overall	wrap
周刊	weekly
椅子	chair
责任）的人	exempt
内存	memory
诗视力	light
（劳动）定额	norm
旅程行期	journey
历史学	history
自我	ego	me
颈	neck
通告	circular
重力	gravity	stress
公共用地	common
色拉	salad
原文	original	text
涂料	paint
妥善处理	satisfaction
富裕的人	affluent
美有拘捕狂的警察	savage
金盘	pan
保护	conservation	safeguard	security
风琴	organ
果酒	wine
国会	congress	parliament
刻纹	sculpture
澡盆	bath	tub
见鬼	hell
（队员等的）进攻	attack
手提皮包	bag
期货	future
（图案式）有形诗	concrete
笔误	mistake
搬运器	carrier
浪漫史	romance
牲口棚	barn
乳霜	cream
付款期限	prompt
银色	silver
数以十亿计	billion
〈美俚〉建议	steer
手书	handwriting
排水	drain
发情	heat
容器（箱	case
（一）卷	coil
生活者	liver
（尤指由政府或雇主给予的）特许权	concession
中间人	intermediate
[数学]正量	plus
〈俚〉优美的体型	build
野兔	rabbit
俚眼睛	daylight
信息包	packet
卫星	moon	satellite	secondary
死亡方式	death
窥视	peep
农学	agriculture
加号	plus
[化学]反应式	equation
淡黄褐色	biscuit
汁	extract
[数]顶垂线	altitude
（钢等）回火	temper
（树木或木材上的）节疤	knot
美百元钞票	century
夹片	fish
工作室	studio
（文体等的）缺点	vice
环节	segment
亲属	relative
注意力	attention
可卡因	candy
平等	equality
精神	energy	mercury	mind	soul	spirit
限量	limit
淋浴器	shower
（土地	revenue
[计算机]捕捉	capture
（或生或熟	salad
洞穴	cave	hole
骨折	fracture
崽	young
护航舰	escort
金币	gold
瞪视	stare
货车	truck
窃听器	bug
江	river
情侣	lover
出租车	cab	taxi
大叫着说	shout
字母系统	alphabet
迅速蔓延的恶劣的或危险的事物	cancer
淋浴	shower
幌子	front
橡皮圈	elastic
媒介物	medium	vehicle
克莱（男子名	clay
途径	avenue	channel	highway	ladder	mechanism	road	route	approach
[医]冲动	impulse
〈口〉裸体	altogether
响声	noisy
（一般）发酵饮料	beer
夸张的行为或手势	flourish
俚少女	bird
美食	luxury
臀围（尺寸）	hip
高级快车	limited
受人利用的人	tool
精良	polish
完成式	perfect
主人	host
堕落的人	degenerate
赢得（物）	conquest
[电]瓦特	watt
忧虑	anxiety	care	fear	harassment	worry
成熟期	autumn
牙龈	gum
（商品等的）展出	exposure
开花植物	flower
机修工	mechanic
（有助于做工或完成某事的）用具	tool
浪子	rip
酥皮点心	puff
<英>大学毕业生	graduate
职位	appointment	place	position	spot
航海图	chart
波动	heave	wave
卷筒	reel
粉底	foundation
贮水池	tank
受托者	assign
联合拒绝购买	boycott
流亡	exile
[语]精确	precision
（口技演员使用的）木偶	doll
百分率	percentage
暴涨	jump
凶恶的人	tiger
快步	pace
钉书钉	staple
前面	front
长度单位	pace
次品	spoil	inferior
经过者	passer-by
对立面	contrast	counter	opposite
碳水化合物	carbohydrate
伤病军人	invalid
弱手	rabbit
全部节目	repertoire
副刊	supplement
告密的人	sneak
兽皮	fell	hide
不另外收费的供应品[服务等]	found
掌掴	slap
免费邮戳或签名	frank
哨房	box
诚恳	warmth
训斥	hell	lecture
偏爱	bias	preference
眨眼	wink
（某种）死法	death
派别	wing
取得	acquisition
空车	empty
接受者	recipient
火箭发射器	rocket
纵列	file
行为	behavior	conduct	deed	path	work	act
蒸汽机	steamer
返乡	return
太阳穴	temple
弥撒曲	mass
采取	assumption
栎树	oak
造反者	rebel
丰度	abundance
（商业）通知	advice
物视点	viewpoint
魄力	courage	force
基金	fund
猜不透的难题	riddle
水平线	horizontal	level
一览	summary
巡回	circuit
猎犬	hound
杠杆	lever
必需品	essential	necessary	necessity	requirement
印刷字体	print
惊讶	surprise
文本	text
一串	bunch	rope
沙洲	sand	shelf
浪漫主义作家[画家等]	romantic
理解力	comprehension
横断	intersection
鱼排	steak
腔调	expression
团队	team
（某物的）顶部	crown
不受公众干扰的状态	privacy
麻烦	bother	difficulty	trouble
难民	refugee
被拒绝或被抛弃的人或事物	reject
平底锅	pan
舔	lick
男教师	master
预约	reservation
缺少量	shortage
钢琴	piano
自尊心	ego
余地	room
反对票	no
战俘	captive
星期日	Sunday
遗迹	monument	remain	remains	remains	ruin
校订	revise
认识	recognition	understanding
群众	crowd	flock
酸味物质	acid
财产	asset	estate	possession	property	wealth	worth
船	ship	vessel
鱼类	fish
今夜	tonight
参加	attendance
权威	authority	muscle	pope	expert
礼拜一	Monday
分配	assignment	divide
交换	change	exchange
脸红或发亮	flush
生活	life	existence	keep
拥抱	caress	embrace	clasp
东南方	southeast
果酱	jam
儿子	son	boy
目录	catalog	list	schedule	table
片刻	minute	moment	space
（拍卖时用的）木槌	hammer
四轮的运货马车	wagon
升降机（美）	elevator
军队	army	military	troop
笔记簿	notebook
开车技术	engineering
仇敌	enemy
[数]相等	equality
上帝	god	goodness	heaven	king	lord
溶液	solution
例行公事	ritual	routine
旧规矩	stereotype
[医学]（军医等的）助手	mate
传言	tale
固定节目	routine
扬谷机	fan
许愿	wish
卓越人物	giant
串	bunch	cluster	string
隧道	tunnel
综合性大学	university
次要	fringe
球形饼干	kiss
临时解雇	layoff
理智	marble	reason
标枪	spear
独家新闻	exclusive
现代	today
电灯泡	bulb
点头	nod
建筑学	architecture
